Tweets,ID,Date,Likes,Retweets,Sentiment
So should we ignore that Trump has an even worse response to 205k American dying He was the cause of many of those deaths through his misinformation and politicizing of COVID. Gross negligence and incompetence that led to 10s of 1000s dead is worse than a few tweets.,1.31E+18,03/10/2020 14:58,0,0,0
My husband just Zoom DJed in Brooklyn for counselors from all around the world. Bringing and joy to counselors worldwide during this pandemic. would be so happy with Club Quarantine @,1.31E+18,03/10/2020 13:36,16,1,2
Latest updates: Trump to spend days at military hospital after Covid-19 diagnosis,1.31E+18,03/10/2020 12:50,1,0,0
Come and take a ride with our ultimate and powerful    Call or WhatsApp +97161114153 FOLLOW US ON INSTAGRAM : (,1.31E+18,03/10/2020 12:18,0,0,1
"Click  below to watch the full video.  Visa Resume - Good news if want to travel after  has been resumed by many countries.For more information contact +9710582264481,+971-65694780 ,I Click  on the Video below to watch.",1.31E+18,03/10/2020 11:40,3,0,1
stability throughout an eventful week shows traders are confident that the bullish uptrend will resume soon.,1.31E+18,03/10/2020 10:42,0,0,2
Join the - High Level Virtual Dialogue on 5 Oct 2020 @ 15.30-17.00 (GMT+7) to talk about “Opportunity and Challenges for Private Sectors in Cooperation between UAE and Indonesia During and Post COVID-19 Pandemic” Register @,1.31E+18,03/10/2020 10:25,4,5,1
Don't hoke about that in times of Corona,1.31E+18,03/10/2020 10:01,1,0,0
"Weekend hobbies ... other people other hobbies, National Screening Center ... searching for corona @ City Walk Dubai ",1.31E+18,03/10/2020 9:05,0,0,1
48 hour quarantine begins...,1.31E+18,03/10/2020 7:32,2,0,1
preparations are full on as per the guidelines.,1.31E+18,03/10/2020 7:31,0,0,2
The schools which are empty these days,1.31E+18,03/10/2020 6:32,0,1,0
Is Trump getting COVID part of the phase 2 trade deal with China,1.31E+18,03/10/2020 6:22,3,0,1
"The precautionary measures taken by the surrounding agencies around some world leaders did not prevent the Coronavirus from reaching them, which confirms the importance of applying additional personal precautions to ensure the prevention of infection from the virus.",1.31E+18,03/10/2020 5:15,0,0,1
"Prophecy of judgement coming to U.S.A including the whitehouse, accurately fulfilled when contracted coronavirus together with the first lady. THE MESSIAH IS COMING  ",1.31E+18,03/10/2020 4:12,0,0,1
"According to , journalist who work at test Positive for .... So unfortunate. Let them close the white house n put every worker under quarantine.... Hope they get their ""contacts"".",1.31E+18,03/10/2020 3:02,0,0,0
Prophecy of judgement coming to U.S.A including the statehouse accurately fulfilled when contracted coronavirus together with the first lady. THE MESSIAH IS COMING,1.31E+18,03/10/2020 2:56,0,0,1
The Lord God Almighty Jehovah Yahweh Fulfilled the Prophecy of Corona Virus to warn this generation to turn back to Him.,1.31E+18,03/10/2020 0:36,7,0,1
"""I think I am doing very well but we are going make sure that things work out. The First Lady is doing very well"" President first statement after testing positive for coronavirus. He is headed to the Walter Reed Hospital to get admitted. ",1.31E+18,02/10/2020 22:49,2,0,2
I call trump getting Covid funny karma haha,1.31E+18,02/10/2020 21:57,2,0,2
"Klopp is the kind of manager who would shout at his assistant team for clapping at a red card. When there is covid confirmation, they definitely have covid.",1.31E+18,02/10/2020 21:38,2,0,0
And you will continue to quarantine for 14 days.... right,1.31E+18,02/10/2020 20:41,14,1,1
I don’t believe this president guy really has Covid... I believe it’s a stunt to promote the vaccine as well as to sway our attention from the mess in that last debate.,1.31E+18,02/10/2020 20:30,7,1,0
"The oil price these days is demand driven, and mainly by China. I don’t see how Trumps COVID affects demand in Shenzhen.",1.31E+18,02/10/2020 20:15,0,0,1
"After lockdowns ended and flight resumed, the UAE reopened its borders to other countries but maintained the visa ban on Nigerians and said nothing about the maltreatment of Nigerians in the UAE during the covid lockdown period.",1.31E+18,02/10/2020 20:05,1,0,0
A few months ago the UAE suspended granting visas to Nigeria (shortly after the arrest of Hushpuppi and co during Covid lockdowns.),1.31E+18,02/10/2020 20:04,1,0,0
Here’s a look inside a COVID-19 waste facility in,1.31E+18,02/10/2020 18:26,12,4,1
Courtesy : Gulf News,1.31E+18,02/10/2020 17:22,0,0,1
"Also Bin, a small correction. The Instagram post where Rock said him and his family have Covid, he revealed it 'after' they all had already recovered, this was mentioned in the video and caption that they're okay now. That's why he resumed his filming schedule",1.31E+18,02/10/2020 17:17,2,0,2
Sir woh machine corona ki waja se supply issues hain,1.31E+18,02/10/2020 17:12,0,0,1
Maybe but to be honest it's still and there will be an epidemic on...Mark is useless and board didn't choose razor so that does prove there is a real problem. .,1.31E+18,02/10/2020 16:03,0,0,0
"Airplanes have better air than most buildings nowadays. Plus testing, temp checks, etc. Travel the right way is one of the safest things you can currently do. ",1.32E+18,11/10/2020 12:08,0,0,2
"Stokes to Open. Didn’t see that coming. But perhaps, it’s the right thing to do...if he’s been asked to find form in the middle (finished quarantine yesterday), might as well get lots of overs to bat.",1.32E+18,11/10/2020 11:57,704,18,2
"In terms of Corona tests as % of population, the UAE ranks 1st worldwide. This include multiple testing of the same person. I have already tested couple of times. ",1.32E+18,11/10/2020 14:41,11,3,2
Tomorrow the quarantine is over. Can’t wait to leave the room and look some of my future victims in the ayes.,1.32E+18,11/10/2020 16:10,0,0,2
Donald Trump the first U.S. President to Survive the Corona Virus wow,1.32E+18,11/10/2020 15:39,0,0,2
My report on the trial of the Covid19 vaccine in went out today on The government is now making the vaccine available to frontline workers. Listen from 37 mins in,1.32E+18,11/10/2020 15:38,3,1,2
conditions improve for ‘s non-oil sector  via,1.32E+18,11/10/2020 16:59,1,1,1
Is there a post covid,1.32E+18,11/10/2020 16:49,2,0,1
Probably a conscientious store shopper. I also have another article on COVID-19 consumption trends. Good discussion topic.,1.32E+18,11/10/2020 18:06,0,0,1
New Normal,1.32E+18,11/10/2020 18:06,0,0,1
Be careful with the epidemic of sin in the church today because it graduates to wickedness and there by becoming irredeemable.,1.32E+18,11/10/2020 17:52,0,0,2
"I've landed. Am being escorted by UAE police to the bubble where I'll take my third and coronavirus test for the week, then quarantine until I post a double negative. ",1.32E+18,11/10/2020 20:02,5,0,1
Find our how Dubai’s office and residential market is adjusting to the ongoing impact of COVID-19 in our latest Dubai Market Update Report for Q3 2020. Find out more,1.32E+18,12/10/2020 9:00,0,0,1
“I apologize for COVID and for the experience of e-books” - My Arabic literature professor complaining because this semester we got e-books rather than hard copies,1.32E+18,12/10/2020 8:44,0,0,0
"Tune in to Dubai Eye today at 4:00 p.m. Ludmila Yamalova will be discussing divorce, wills, and inheritance, specifically amidst COVID-19. You can listen online here: ",1.32E+18,12/10/2020 8:23,0,1,1
"The updated GCC data for the three rates, testing rate, reported cases, and deaths per million population as of 10th of October. ",1.32E+18,12/10/2020 8:18,1,0,1
From the UN award winning state to focus on low death rate. Where did it all go wrong Or many jumped the gun with “Kerala Model”,1.32E+18,12/10/2020 5:13,1,0,1
@ Ivory Grand Hotel Apartments,1.32E+18,12/10/2020 4:30,1,0,1
u were so fast to wish quick recovery from Covid-19 but for the past two days u haven't said anything about 10 people that were killed by during the ongoing peaceful protests. Is it that the life of an average Nigerian doesn't matter to u,1.32E+18,12/10/2020 2:22,0,0,0
Drinking a Corona Extra by at —,1.32E+18,12/10/2020 10:09,1,0,1
Covid-19/SARS-CoV-2 Research.  . . .,1.32E+18,12/10/2020 11:45,1,0,1
"Dear All, Urgently needed a Donor,recently recovered and tested negative for Covid-19,for plasma Therepy..Blood group needed-B positive. Kindly contact below number or share it for better reach. 90 27 522272 Appreciate your help.Thank you ",1.32E+18,12/10/2020 11:22,0,1,1
"Nevertheless we need to learn to live with Covid. Past viruses Spanish flu, SARS etc lasted 3 years and no vaccines or treatment. Therefore as says we need to take precautions and open the airport gradually. So many people's livelihood depend on tourism.",1.32E+18,12/10/2020 12:54,0,0,2
11 people were infected in a recent Qantas flight with 243 passengers. Therefore it is difficult to believe IATA's figure of 44 infection for 1.2B passengers.,1.32E+18,12/10/2020 12:44,1,0,0
Watching IPL was never been so cozy. All credit goes to,1.32E+18,12/10/2020 14:53,0,0,2
"His decision to skip USO has to do with covid, but also because of the immediate adjusting from hard to clay within 1 week. In the normal calendar, Rafa takes a month off between Wimbledon and the US HC swing, which gives him a better chance for Canada and USO.",1.32E+18,12/10/2020 14:31,0,0,1
No. Head Office people have covid test every week. Tomorrow again.,1.32E+18,12/10/2020 14:18,0,0,1
Totally dislike  COVID test centres are now opened in Emirates mall  Instant results in 12HRS,1.32E+18,12/10/2020 15:10,0,0,1
"Absolute good work from medical officers in Palakkad in treating covid patients  Special mention to Dr Neetu, Dr Arun, Dr Harikumar etc what good souls these guys r in treating people ",1.32E+18,12/10/2020 16:43,0,0,2
thought prices were reduced for Covid tests Just paid 250aed and told by that they buy PPE clothing so can’t reduce prices,1.32E+18,12/10/2020 16:33,0,0,1
Flat for Rent m11,1.32E+18,12/10/2020 17:45,0,0,1
"I live and work in Dubai. COVID does not exist. I tested positive then negative within 12 hours. Life goes on here. Bars open or closed.. gatherings of 6+, there is no virus, stop bleeding the country dry.",1.32E+18,12/10/2020 18:31,0,0,0
"I’m thinking might well be in this year. Got flights booked but the way things are right now, with quarantine and tests required I’m thinking ‘do I need this grief’",1.32E+18,12/10/2020 18:15,1,0,0
"1/ My wife tested positive for COVID, we are already experienced with quarantine so she was quarantined 3 days before we tested  and I tested negative. The same night of the results my daughter had fever and I was already taking care of her so now we are all sick.",1.32E+18,12/10/2020 19:00,0,0,0
"This is true no cap , my friend who just left for naija from Dubai had to do covid test and it came out within 24hrs and its valid for 72hrs (the test result) . And according to her no form of isolation ",1.32E+18,12/10/2020 21:33,5,3,1
Dear you can laugh as much as you want nothing will change for me but the whole world is laughing on him this photo shoot wasn’t important think how to handle COVID,1.32E+18,12/10/2020 22:52,0,0,2
If you can’t even get in the bubble without testing negative for covid AND they test everyone every other day.... why they acting like it could just magically appear in the bubble,1.32E+18,13/10/2020 7:01,0,0,1
"While the world experience increase in reported cases and deaths, the GCC updated data remain stable or show a slight decline (as of the 10th of October). ",1.32E+18,13/10/2020 5:27,0,0,2
This is an old news. The authorities should have taken appropriate action accordingly long ago.,1.32E+18,13/10/2020 4:32,1,0,1
Our article in Anaesthesia : The impact of protocol‐based high‐intensity pharmacological thromboprophylaxis on thrombotic events in critically ill COVID‐19 patients,1.32E+18,13/10/2020 3:32,5,3,1
Thanks for the opportunity to to talk about Business Excellence Lessons Learned from Covid 19,1.32E+18,13/10/2020 3:09,1,1,2
"If had contracted covid 6 months earlier, doctors may have not been able to treat him as effectively - his treatment was based in trial-and-error progress over the last 6 months. He owes his life to those who got sick/died because of his inaction. ",1.32E+18,13/10/2020 2:54,0,0,2
